Tamanho do Pacote (bytes),Porta de Origem,Porta de Destino
477,54456,443
182,443,54456
87,443,54456
87,443,54456
87,443,54456
91,443,54456
87,443,54456
87,443,54456
93,54456,443
88,443,54456
780,443,54456
97,54456,443
295,443,54456
94,54456,443
86,443,54456
66,56030,17301
217,56735,1900
75,55981,443
86,443,55981
214,59727,6667
647,51706,443
186,443,51706
98,51706,443
95,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
1166,443,51706
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
1055,443,51706
95,51706,443
95,51706,443
95,51706,443
96,51706,443
647,51706,443
89,443,51706
90,443,51706
190,443,51706
98,51706,443
226,443,51706
86,443,51706
95,51706,443
88,443,51706
91,52421,443
91,52421,443
93,443,52421
647,51706,443
191,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
103,443,51706
88,443,51706
95,51706,443
96,51706,443
647,51706,443
88,443,51706
194,443,51706
98,51706,443
226,443,51706
86,443,51706
95,51706,443
88,443,51706
75,55988,443
75,55990,443
86,443,55988
86,443,55990
75,55991,443
86,443,55991
75,55992,443
86,443,55992
214,59727,6667
66,56030,17301
75,55993,443
86,443,55993
810,62578,443
95,443,62578
95,62578,443
138,443,62578
101,62578,443
85,443,62578
95,62578,443
88,443,62578
86,57621,57621
490,52421,443
100,443,52421
96,52421,443
91,52421,443
600,443,52421
101,52421,443
85,443,52421
483,52421,443
568,443,52421
101,52421,443
89,443,52421
85,443,52421
88,443,52421
94,52421,443
95,443,52421
88,443,52421
94,52421,443
91,52421,443
106,17301,64199
88,443,52421
54,64199,17301
91,52421,443
88,443,52421
139,56066,443
659,56066,443
144,56066,443
368,443,56066
986,443,56066
113,443,56066
86,443,56066
140,56066,443
93,56066,443
84,443,56066
93,56066,443
91,52421,443
182,443,56066
95,56066,443
88,443,52421
218,443,56066
151,443,56066
95,56066,443
99,56066,443
95,56066,443
756,52421,443
95,443,52421
88,443,56066
95,52421,443
580,443,52421
101,52421,443
85,443,52421
95,52421,443
88,443,52421
91,52421,443
88,443,52421
647,51706,443
197,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
91,52421,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
97,51706,443
214,59727,6667
98,51706,443
88,443,52421
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
203,443,51706
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
647,51706,443
88,443,51706
124,443,51706
100,51706,443
226,443,51706
86,443,51706
97,51706,443
88,443,51706
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
75,55518,5228
86,5228,55518
91,52421,443
88,443,52421
78,443,55994
54,443,55994
54,55994,443
486,52421,443
95,443,52421
95,52421,443
590,443,52421
90,443,52421
85,443,52421
101,52421,443
95,52421,443
476,52421,443
569,443,52421
101,52421,443
85,443,52421
95,52421,443
88,443,52421
95,443,52421
88,443,52421
95,52421,443
91,52421,443
88,443,52421
91,52421,443
88,443,52421
86,443,52421
86,443,52421
91,52421,443
88,443,52421
647,51706,443
197,443,51706
100,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
1173,443,51706
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
91,52421,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
91,52421,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
88,443,52421
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
89,443,52421
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
88,443,51706
98,51706,443
647,51706,443
88,443,51706
125,443,51706
100,51706,443
226,443,51706
86,443,51706
97,51706,443
88,443,51706
91,52421,443
89,443,52421
218,58295,1900
217,58296,1900
212,58299,1900
91,52421,443
89,443,52421
214,59727,6667
91,52421,443
89,443,52421
217,58296,1900
218,58295,1900
212,58299,1900
91,52421,443
90,443,52421
925,52421,443
167,52421,443
217,58296,1900
218,58295,1900
212,58299,1900
102,443,52421
97,443,52421
94,52421,443
101,52421,443
116,443,52421
568,443,52421
86,443,52421
809,443,52421
101,52421,443
86,443,52421
95,52421,443
481,52421,443
258,52421,443
577,443,52421
101,52421,443
96,443,52421
85,443,52421
98,443,52421
94,52421,443
88,443,52421
594,443,52421
101,52421,443
85,443,52421
95,52421,443
88,443,52421
565,443,52421
101,52421,443
809,443,52421
86,443,52421
486,52421,443
94,62627,53
94,59746,53
94,51188,53
88,443,52421
809,443,52421
96,52421,443
122,53,62627
119,53,51188
110,53,59746
95,443,52421
96,52421,443
143,54310,443
568,443,52421
103,52421,443
554,443,52421
96,52421,443
207,443,52421
493,52421,443
95,443,52421
95,52421,443
362,443,54310
992,443,54310
97,443,54310
86,443,54310
93,54310,443
94,54310,443
182,443,54310
94,54310,443
91,52421,443
217,58296,1900
218,58295,1900
212,58299,1900
88,443,52421
91,52421,443
88,443,52421
66,56039,17301
91,52421,443
88,443,52421
66,17301,56039
54,56039,17301
82,56039,17301
54,17301,56039
91,52421,443
88,443,52421
1135,62578,443
95,443,62578
95,62578,443
91,52421,443
88,443,52421
142,443,62578
101,62578,443
85,443,62578
95,62578,443
88,443,62578
91,52421,443
88,443,52421
647,51706,443
198,443,51706
101,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
1173,443,51706
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
173,443,51706
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
1178,443,51706
94,443,51706
98,51706,443
647,51706,443
98,443,51706
192,443,51706
101,51706,443
226,443,51706
86,443,51706
97,51706,443
91,52421,443
88,443,51706
88,443,52421
214,59727,6667
91,52421,443
88,443,52421
103,61380,3544
151,3544,61380
91,52421,443
88,443,52421
54,55996,17301
647,51706,443
198,443,51706
101,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
1166,443,51706
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
1143,443,51706
88,443,51706
98,51706,443
647,51706,443
88,443,51706
198,443,51706
101,51706,443
226,443,51706
86,443,51706
97,51706,443
88,443,51706
75,56003,443
86,443,56003
214,59727,6667
91,52421,443
88,443,52421
66,56040,17301
66,56040,17301
75,56010,443
66,17301,56040
54,56040,17301
82,56040,17301
86,443,56010
154,17301,56040
54,17301,56040
54,56040,17301
54,56040,17301
54,17301,56040
55,55527,443
66,443,55527
75,56006,443
86,443,56006
75,56013,443
66,56041,17301
86,443,56013
66,17301,56041
54,56041,17301
62,56041,17301
54,17301,56041
250,56041,17301
54,56041,17301
174,443,52421
54,17301,56041
214,59727,6667
648,51706,443
198,443,51706
101,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
1173,443,51706
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
197,443,51706
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
98,51706,443
88,443,51706
97,51706,443
75,56014,443
86,443,56014
75,56017,443
86,443,56017
66,56042,17301
66,17301,56042
54,56042,17301
91,52421,443
88,443,52421
75,56016,443
86,443,56016
66,56042,17301
75,56009,443
86,443,56009
75,56019,443
86,443,56019
276,52421,443
95,443,52421
95,52421,443
91,52421,443
597,443,52421
101,52421,443
85,443,52421
493,52421,443
560,443,52421
101,52421,443
95,443,52421
85,443,52421
95,52421,443
95,443,52421
88,443,52421
94,52421,443
91,52421,443
66,56042,17301
88,443,52421
66,17301,56042
54,56042,17301
91,52421,443
88,443,52421
91,52421,443
75,56008,443
88,443,52421
86,443,56008
214,59727,6667
91,52421,443
88,443,52421
75,56020,443
86,443,56020
91,52421,443
88,443,52421
91,52421,443
88,443,52421
90,64199,17301
91,52421,443
88,443,52421
90,17301,64199
54,64199,17301
653,51706,443
198,443,51706
101,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
98,51706,443
98,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
461,443,51706
88,443,51706
88,443,51706
102,51706,443
88,443,51706
86,57621,57621
91,52421,443
88,443,52421
75,55998,443
74,443,55998
66,56042,17301
91,52421,443
501,52421,443
88,443,52421
95,443,52421
155,62578,443
95,52421,443
95,443,62578
95,62578,443
88,443,62578
96,62578,443
142,443,62578
103,62578,443
85,443,62578
96,62578,443
91,52421,443
588,443,52421
101,52421,443
85,443,52421
88,443,62578
496,52421,443
88,443,52421
569,443,52421
85,443,52421
101,52421,443
95,443,52421
95,52421,443
88,443,52421
42,443,52421
42,443,52421
91,52421,443
88,443,52421
91,52421,443
91,52421,443
99,53275,53
99,52312,53
99,63862,53
89,443,52421
151,53,53275
139,53,52312
173,53,63862
140,60898,443
654,60898,443
144,60898,443
373,443,60898
981,443,60898
93,60898,443
118,443,60898
86,443,60898
84,443,60898
93,60898,443
182,443,60898
94,60898,443
91,52421,443
89,443,52421
214,59727,6667
224,443,60898
222,443,60898
97,60898,443
773,52421,443
94,60898,443
87,443,60898
96,443,52421
96,52421,443
84,443,60898
95,60898,443
577,443,52421
103,52421,443
85,443,52421
97,52421,443
88,443,52421
91,52421,443
649,51706,443
198,443,51706
101,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
88,443,52421
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
1032,443,51706
88,443,51706
97,51706,443
87,443,51706
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
91,52421,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
458,443,51706
93,443,51706
97,51706,443
97,51706,443
97,51706,443
88,443,51706
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
96,51141,53
96,57469,53
96,50241,53
161,53,51141
149,53,57469
178,53,50241
141,49634,443
351,443,49634
110,443,49634
142,443,49634
105,49634,443
135,49634,443
101,443,49634
174,443,49634
334,443,49634
96,49634,443
97,49634,443
75,55981,443
86,443,55981
99,54518,53
99,55170,53
99,60018,53
789,49634,443
110,443,49634
152,53,54518
140,53,55170
169,53,60018
97,49634,443
1070,443,49634
96,49634,443
100,49634,443
96,49634,443
1198,443,49634
174,443,49634
96,49634,443
96,49634,443
86,443,52421
86,443,52421
97,49634,443
110,443,49634
96,49634,443
96,49634,443
942,443,49634
1198,443,49634
96,49634,443
96,49634,443
942,443,49634
654,443,49634
96,49634,443
96,49634,443
96,49634,443
96,49634,443
96,49634,443
650,51706,443
198,443,51706
101,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
1173,443,51706
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
91,52421,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
221,443,51706
88,443,51706
97,51706,443
97,51706,443
88,443,52421
98,51706,443
88,443,51706
218,49634,443
110,443,49634
97,49634,443
238,443,49634
96,49634,443
100,49634,443
97,49634,443
110,443,49634
142,61362,443
351,443,61362
110,443,61362
142,443,61362
144,61362,443
209,61362,443
102,443,61362
174,443,61362
110,443,61362
110,443,61362
334,443,61362
96,61362,443
97,61362,443
1102,443,61362
96,61362,443
100,61362,443
110,443,61362
862,62578,443
95,443,62578
95,62578,443
138,443,62578
85,443,62578
101,62578,443
95,62578,443
88,443,62578
66,56042,17301
188,49634,443
110,443,49634
556,49634,443
110,443,49634
97,49634,443
782,443,49634
100,49634,443
558,443,49634
100,49634,443
110,443,49634
91,52421,443
88,443,52421
409,52421,443
95,443,52421
103,61380,3544
95,52421,443
75,55988,443
75,55990,443
86,443,55988
86,443,55990
151,3544,61380
91,52421,443
613,443,52421
101,52421,443
148,443,52421
86,443,52421
95,52421,443
88,443,52421
88,443,52421
91,52421,443
88,443,52421
651,51706,443
198,443,51706
101,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
75,55991,443
103,51706,443
1173,443,51706
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
97,51706,443
97,51706,443
98,51706,443
91,52421,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
86,443,55991
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
1013,443,51706
97,51706,443
98,51706,443
88,443,51706
88,443,52421
91,52421,443
214,59727,6667
75,55992,443
88,443,52421
86,443,55992
91,52421,443
88,443,52421
75,55993,443
91,52421,443
86,443,55993
88,443,52421
91,52421,443
95,59222,53
95,50954,53
95,64374,53
123,53,59222
111,53,50954
152,53,64374
141,63393,443
790,63393,443
88,443,52421
373,443,63393
981,443,63393
140,63393,443
93,63393,443
110,443,63393
86,443,63393
687,443,63393
97,63393,443
183,443,63393
87,443,63393
94,63393,443
91,52421,443
88,443,52421
91,52421,443
88,443,52421
652,51706,443
198,443,51706
101,51706,443
226,443,51706
86,443,51706
97,51706,443
88,443,51706
243,49634,443
110,443,49634
96,49634,443
334,443,49634
174,443,49634
100,49634,443
96,49634,443
110,443,49634
700,60898,443
90,443,60898
94,60898,443
91,60898,443
126,443,60898
113,443,60898
97,60898,443
93,60898,443
775,52421,443
95,443,52421
86,443,60898
95,52421,443
579,443,52421
85,443,52421
101,52421,443
95,52421,443
88,443,52421
66,56061,443
91,52421,443
88,443,52421
66,443,56061
54,56061,443
82,56061,443
91,52421,443
88,443,52421
82,56061,443
91,52421,443
88,443,52421
54,443,56061
54,56061,443
54,56061,443
91,52421,443
88,443,52421
653,51706,443
198,443,51706
101,51706,443
97,51706,443
96,51706,443
96,51706,443
97,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
102,51706,443
91,52421,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
125,443,51706
97,51706,443
88,443,51706
98,51706,443
88,443,52421
54,56061,443
91,52421,443
88,443,52421
214,59727,6667
66,56062,17301
91,52421,443
88,443,52421
54,56061,443
54,443,56061
91,52421,443
66,56062,17301
88,443,52421
75,55518,5228
86,5228,55518
55,55994,443
54,443,55994
91,52421,443
91,52421,443
88,443,52421
89,443,52421
66,56062,17301
66,17301,56062
54,56062,17301
82,56062,17301
42,443,52421
42,443,52421
679,62578,443
654,51706,443
512,49634,443
198,443,51706
101,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
512,49634,443
102,51706,443
97,51706,443
97,51706,443
1166,443,51706
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
82,56062,17301
1049,49634,443
102,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
97,51706,443
98,51706,443
684,443,51706
110,443,49634
95,443,62578
88,443,51706
110,443,49634
94,443,49634
88,443,51706
89,443,62578
88,443,62578
142,443,62578
85,443,62578
110,443,49634
89,443,51706
97,51706,443
1166,443,49634
398,443,49634
96,62578,443
103,62578,443
96,62578,443
98,49634,443
98,49634,443
102,49634,443
98,49634,443
98,49634,443
98,49634,443
98,49634,443
98,51706,443
99,49634,443
110,443,49634
974,443,49634
110,443,49634
88,443,62578
100,49634,443
96,49634,443
96,49634,443
96,49634,443
96,49634,443
86,56064,443
110,443,49634
96,56937,53
96,60732,53
109,56553,53
86,443,56064
74,56064,443
